Borough,Sector,Year,Employee jobs
Richmond upon Thames,Public Admin and defence,2006,3000
Richmond upon Thames,Education,2006,6000
Richmond upon Thames,Health,2006,6000
Richmond upon Thames,"Arts, entertainment and recreation",2006,3000
Richmond upon Thames,Other services,2006,2250
Richmond upon Thames,Primary & Utilities,2007,450
Richmond upon Thames,Manufacturing,2007,2250
Richmond upon Thames,Construction,2007,2500
Richmond upon Thames,Wholesale,2007,2500
Richmond upon Thames,Retail,2007,7000
Richmond upon Thames,Transportation and Storage,2007,2000
Richmond upon Thames,Accomodation and food service activities,2007,6000
Richmond upon Thames,Information and Communication,2007,6000
Richmond upon Thames,Financial and insurance activities,2007,2000
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2007,11000
Richmond upon Thames,Administrative and support service activities,2007,8000
Richmond upon Thames,Public Admin and defence,2007,3000
Richmond upon Thames,Education,2007,7000
Richmond upon Thames,Health,2007,5000
Richmond upon Thames,"Arts, entertainment and recreation",2007,3000
Richmond upon Thames,Other services,2007,2250
Richmond upon Thames,Primary & Utilities,2008,500
Richmond upon Thames,Manufacturing,2008,2250
Richmond upon Thames,Construction,2008,3000
Richmond upon Thames,Wholesale,2008,2250
Richmond upon Thames,Retail,2008,8000
Richmond upon Thames,Transportation and Storage,2008,2250
Richmond upon Thames,Accomodation and food service activities,2008,7000
Richmond upon Thames,Information and Communication,2008,6000
Richmond upon Thames,Financial and insurance activities,2008,2000
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2008,12000
Richmond upon Thames,Administrative and support service activities,2008,9000
Richmond upon Thames,Public Admin and defence,2008,3000
Richmond upon Thames,Education,2008,8000
Richmond upon Thames,Health,2008,6000
Richmond upon Thames,"Arts, entertainment and recreation",2008,3000
Richmond upon Thames,Other services,2008,2250
Richmond upon Thames,Primary & Utilities,2009,250
Richmond upon Thames,Manufacturing,2009,1500
Richmond upon Thames,Construction,2009,2250
Richmond upon Thames,Wholesale,2009,2500
Richmond upon Thames,Retail,2009,7000
Richmond upon Thames,Transportation and Storage,2009,1750
Richmond upon Thames,Accomodation and food service activities,2009,7000
Richmond upon Thames,Information and Communication,2009,5000
Richmond upon Thames,Financial and insurance activities,2009,1750
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2009,13000
Richmond upon Thames,Administrative and support service activities,2009,6000
Richmond upon Thames,Public Admin and defence,2009,3000
Richmond upon Thames,Education,2009,8000
Richmond upon Thames,Health,2009,6000
Richmond upon Thames,"Arts, entertainment and recreation",2009,4000
Richmond upon Thames,Other services,2009,1750
Richmond upon Thames,Primary & Utilities,2010,450
Richmond upon Thames,Manufacturing,2010,1500
Richmond upon Thames,Construction,2010,2250
Richmond upon Thames,Wholesale,2010,2500
Richmond upon Thames,Retail,2010,7000
Richmond upon Thames,Transportation and Storage,2010,1750
Richmond upon Thames,Accomodation and food service activities,2010,6000
Richmond upon Thames,Information and Communication,2010,6000
Richmond upon Thames,Financial and insurance activities,2010,1500
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2010,13000
Richmond upon Thames,Administrative and support service activities,2010,7000
Richmond upon Thames,Public Admin and defence,2010,2500
Richmond upon Thames,Education,2010,8000
Richmond upon Thames,Health,2010,6000
Richmond upon Thames,"Arts, entertainment and recreation",2010,4000
Richmond upon Thames,Other services,2010,2000
Richmond upon Thames,Primary & Utilities,2011,500
Richmond upon Thames,Manufacturing,2011,1500
Richmond upon Thames,Construction,2011,2500
Richmond upon Thames,Wholesale,2011,2500
Richmond upon Thames,Retail,2011,7000
Richmond upon Thames,Transportation and Storage,2011,1750
Richmond upon Thames,Accomodation and food service activities,2011,6000
Richmond upon Thames,Information and Communication,2011,6000
Richmond upon Thames,Financial and insurance activities,2011,1500
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2011,13000
Richmond upon Thames,Administrative and support service activities,2011,7000
Richmond upon Thames,Public Admin and defence,2011,2000
Richmond upon Thames,Education,2011,8000
Richmond upon Thames,Health,2011,7000
Richmond upon Thames,"Arts, entertainment and recreation",2011,4500
Richmond upon Thames,Other services,2011,2000
Richmond upon Thames,Primary & Utilities,2012,450
Richmond upon Thames,Manufacturing,2012,1750
Richmond upon Thames,Construction,2012,2500
Richmond upon Thames,Wholesale,2012,3000
Richmond upon Thames,Retail,2012,7000
Richmond upon Thames,Transportation and Storage,2012,1750
Richmond upon Thames,Accomodation and food service activities,2012,6000
Richmond upon Thames,Information and Communication,2012,6000
Richmond upon Thames,Financial and insurance activities,2012,1500
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2012,13000
Richmond upon Thames,Administrative and support service activities,2012,6000
Richmond upon Thames,Public Admin and defence,2012,2000
Richmond upon Thames,Education,2012,8000
Richmond upon Thames,Health,2012,7000
Richmond upon Thames,"Arts, entertainment and recreation",2012,4000
Richmond upon Thames,Other services,2012,2000
Richmond upon Thames,Primary & Utilities,2013,300
Richmond upon Thames,Manufacturing,2013,2000
Richmond upon Thames,Construction,2013,2500
Richmond upon Thames,Wholesale,2013,2500
Richmond upon Thames,Retail,2013,7000
Richmond upon Thames,Transportation and Storage,2013,2000
Richmond upon Thames,Accomodation and food service activities,2013,6000
Richmond upon Thames,Information and Communication,2013,6000
Richmond upon Thames,Financial and insurance activities,2013,1500
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2013,15000
Richmond upon Thames,Administrative and support service activities,2013,6000
Richmond upon Thames,Public Admin and defence,2013,1750
Richmond upon Thames,Education,2013,8000
Richmond upon Thames,Health,2013,7000
Richmond upon Thames,"Arts, entertainment and recreation",2013,4500
Richmond upon Thames,Other services,2013,2500
Richmond upon Thames,Primary & Utilities,2014,350
Richmond upon Thames,Manufacturing,2014,1750
Richmond upon Thames,Construction,2014,2500
Richmond upon Thames,Wholesale,2014,2250
Richmond upon Thames,Retail,2014,7000
Richmond upon Thames,Transportation and Storage,2014,2250
Richmond upon Thames,Accomodation and food service activities,2014,7000
Richmond upon Thames,Information and Communication,2014,7000
Richmond upon Thames,Financial and insurance activities,2014,1250
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2014,15000
Richmond upon Thames,Administrative and support service activities,2014,6000
Richmond upon Thames,Public Admin and defence,2014,1750
Richmond upon Thames,Education,2014,9000
Richmond upon Thames,Health,2014,7000
Richmond upon Thames,"Arts, entertainment and recreation",2014,5000
Richmond upon Thames,Other services,2014,2250
Richmond upon Thames,Primary & Utilities,2015,450
Richmond upon Thames,Manufacturing,2015,1750
Richmond upon Thames,Construction,2015,2500
Richmond upon Thames,Wholesale,2015,3000
Richmond upon Thames,Retail,2015,8000
Richmond upon Thames,Transportation and Storage,2015,2250
Richmond upon Thames,Accomodation and food service activities,2015,7000
Richmond upon Thames,Information and Communication,2015,7000
Richmond upon Thames,Financial and insurance activities,2015,1500
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2015,15000
Richmond upon Thames,Administrative and support service activities,2015,6000
Richmond upon Thames,Public Admin and defence,2015,1500
Richmond upon Thames,Education,2015,9000
Richmond upon Thames,Health,2015,7000
Richmond upon Thames,"Arts, entertainment and recreation",2015,7000
Richmond upon Thames,Other services,2015,2250
Richmond upon Thames,Primary & Utilities,2016,300
Richmond upon Thames,Manufacturing,2016,1500
Richmond upon Thames,Construction,2016,3000
Richmond upon Thames,Wholesale,2016,2500
Richmond upon Thames,Retail,2016,7000
Richmond upon Thames,Transportation and Storage,2016,2000
Richmond upon Thames,Accomodation and food service activities,2016,7000
Richmond upon Thames,Information and Communication,2016,7000
Richmond upon Thames,Financial and insurance activities,2016,1250
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2016,15000
Richmond upon Thames,Administrative and support service activities,2016,6000
Richmond upon Thames,Public Admin and defence,2016,1500
Richmond upon Thames,Education,2016,8000
Richmond upon Thames,Health,2016,7000
Richmond upon Thames,"Arts, entertainment and recreation",2016,8000
Richmond upon Thames,Other services,2016,2500
Richmond upon Thames,Primary & Utilities,2017,250
Richmond upon Thames,Manufacturing,2017,1000
Richmond upon Thames,Construction,2017,3500
Richmond upon Thames,Wholesale,2017,3000
Richmond upon Thames,Retail,2017,8000
Richmond upon Thames,Transportation and Storage,2017,2250
Richmond upon Thames,Accomodation and food service activities,2017,7000
Richmond upon Thames,Information and Communication,2017,7000
Richmond upon Thames,Financial and insurance activities,2017,1500
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2017,13000
Richmond upon Thames,Administrative and support service activities,2017,7000
Richmond upon Thames,Public Admin and defence,2017,1500
Richmond upon Thames,Education,2017,9000
Richmond upon Thames,Health,2017,7000
Richmond upon Thames,"Arts, entertainment and recreation",2017,6000
Richmond upon Thames,Other services,2017,2500
Richmond upon Thames,Primary & Utilities,2018,250
Richmond upon Thames,Manufacturing,2018,1000
Richmond upon Thames,Construction,2018,3000
Richmond upon Thames,Wholesale,2018,3000
Richmond upon Thames,Retail,2018,7000
Richmond upon Thames,Transportation and Storage,2018,2000
Richmond upon Thames,Accomodation and food service activities,2018,8000
Richmond upon Thames,Information and Communication,2018,6000
Richmond upon Thames,Financial and insurance activities,2018,1250
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2018,14000
Richmond upon Thames,Administrative and support service activities,2018,7000
Richmond upon Thames,Public Admin and defence,2018,1750
Richmond upon Thames,Education,2018,9000
Richmond upon Thames,Health,2018,7000
Richmond upon Thames,"Arts, entertainment and recreation",2018,6000
Richmond upon Thames,Other services,2018,2250
Richmond upon Thames,Primary & Utilities,2019,250
Richmond upon Thames,Manufacturing,2019,1250
Richmond upon Thames,Construction,2019,3000
Richmond upon Thames,Wholesale,2019,3500
Richmond upon Thames,Retail,2019,7000
Richmond upon Thames,Transportation and Storage,2019,2250
Richmond upon Thames,Accomodation and food service activities,2019,8000
Richmond upon Thames,Information and Communication,2019,7000
Richmond upon Thames,Financial and insurance activities,2019,1250
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2019,14000
Richmond upon Thames,Administrative and support service activities,2019,9000
Richmond upon Thames,Public Admin and defence,2019,1750
Richmond upon Thames,Education,2019,9000
Richmond upon Thames,Health,2019,7000
Richmond upon Thames,"Arts, entertainment and recreation",2019,5000
Richmond upon Thames,Other services,2019,2500
Richmond upon Thames,Primary & Utilities,2020,300
Richmond upon Thames,Manufacturing,2020,1000
Richmond upon Thames,Construction,2020,2250
Richmond upon Thames,Wholesale,2020,3000
Richmond upon Thames,Retail,2020,8000
Richmond upon Thames,Transportation and Storage,2020,2250
Richmond upon Thames,Accomodation and food service activities,2020,7000
Richmond upon Thames,Information and Communication,2020,6000
Richmond upon Thames,Financial and insurance activities,2020,1250
Richmond upon Thames,"Professional, Real Estate, Scientific and technical activities",2020,14000
Richmond upon Thames,Administrative and support service activities,2020,5000
Richmond upon Thames,Public Admin and defence,2020,1750
Richmond upon Thames,Education,2020,9000
Richmond upon Thames,Health,2020,9000
Richmond upon Thames,"Arts, entertainment and recreation",2020,4500
Richmond upon Thames,Other services,2020,2000
Richmond upon Thames,Primary & Utilities,2021,350
Richmond upon Thames,Manufacturing,2021,1000
Richmond upon Thames,Construction,2021,2500
Richmond upon Thames,Wholesale,2021,3000
Richmond upon Thames,Retail,2021,7000
Richmond upon Thames,Transportation and Storage,2021,2000
Richmond upon Thames,Accomodation and food service activities,2021,7000
Richmond upon Thames,Information and Communication,2021,6000
